"airtableID","Unique-ID","Name last","Name given","Name alt","Name markdown","Featured","Ethnicity","Country of Nationality","Country","Region","Gender","birth-year","birth-decade","birth-place","birth_spatial.city","birth_spatial.country","death-year","death-place","Education","Selected Works Title","Poems","Poetry Collections","Speeches-Lectures-Interviews-Performances-Critical Media","Selected Works Years Published","Publisher Name","Publisher Location (City and Country","Languages spoken","Publisher Type","Authority","Bio","Bio Creator","Notes","Bio Sources (MLA)","Contact","Status","In the News?"
"","apdp.cap.000285","Osman","Ladan","","[Osman, Ladan](apdp.cap.000285)","True","Somali-American","","Somalia","Eastern Africa","F","","","Mogadishu, Somalia","""Mogadishu""","""Mogadishu""","","N/A","BA at Otterbein College, 2006 MFA at the University of Texas at Austin’s Michener Center for Writers","
","","Ordinary Heaven: New Generation African Poets (2014) Slapering Hol Press, Sleepy Hollow, NY; The Kitchen-Dweller’s Testimony (2015) University of Nebraska Press, Lincoln, Nebraska; Exiles of Eden (2019) Coffee House Press, Minneapolis, MN
","","","['Slapering Hol Press; University of Nebraska Press; Coffee House Press']","Sleepy Hollow, NY, USA; Lincoln, Nebraska, USA; Minneapolis, MN, USA","English, Somali","","https://viaf.org/viaf/311769690/"," Osman Ladan was born in Mogadishu, Somali and raised in Columbus, Ohio. She is the author of Exiles of Eden (2019), a collection of poems that explore displacement and alienation, notably among refugees. Osman wrote The Kitchen-Dweller’s Testimony, poems that examine the limitations of space, imagination, and capacities, and it won the Sillerman First Book Prize for African Poets in 2014. She received her BA from Otterbein College and an MFA from the University of Texas at Austin’s Michener Center for Writers. A Pushcart nominee, she has received fellowships from the Lannan Foundation, Cave Canem, the Michener Center, and the Fine Arts Work Center. She was the recipient of the 2021 Whiting Award. Works
Poems

    The Bee’s Gospel
    The Kitchen-Dweller’s Interlude
    Ordinary Heaven

Poems from external sites

    Tonight
    The Key
    Boat Journey
    Let Us Have the Same Dream Tonight

Poetry Collections

    Ordinary Heaven, in Seven New Generation African Poets. Slapering Hol Press, 2014.
    The Kitchen-Dweller’s Testimony. University of Nebraska Press, 2014.
    Exiles of Eden. Coffee House Press, 2019.

Speeches, Lectures, Interviews, Performances / Critical Articles, Media:

    “2017 Neustadt Festival Poetry Readings: Ladan Osman, November 8, 2017.” YouTube: https://www.youtube.com/watch?v=oVLMZGtcFps
    “Ladan Osman Reading.” Otterbein University, Frank Museum of Art. Westerville, OH. March 23, 2018. YouTube: https://www.youtube.com/watch?v=FoELCpIweTo
    “Words and Inspirations with Ladan Osman. WanaWana Udobang, December 5, 2016.” YouTube: https://www.youtube.com/watch?v=mCl0f1ll_dY

Biography:

Ladan Osman was born in Somalia. She earned a BA at Otterbein College and an MFA at the University of Texas at Austin’s Michener Center for Writers. Her chapbook, Ordinary Heaven, appears in Seven New Generation African Poets (Slapering Hol Press, 2014). Her full-length collection The Kitchen-Dweller’s Testimony (University of Nebraska Press, 2015) won the Sillerman First Book Prize. Her work has appeared in Apogee, The Normal School, Prairie Schooner, Transition Magazine, and Waxwing.

Osman has received fellowships from the Fine Arts Work Center, Cave Canem, and the Michener Center. She is a contributing editor at The Offing and lives in Chicago.

(sourced from Poetry Foundation, 9/12/19)

Website: https://www.ladanosman.com/ ","Tryphena Yeboah","","“Ladan Osman.” Ladan Osman , https://www.ladanosman.com/. Accessed 14 May. 2022. “Ladan Osman.” Wikipedia, Wikimedia , 23 Nov. 2021, https://en.wikipedia.org/wiki/Ladan_Osman. Accessed 14 May. 2022. “Ladan Osman.” Blue Flower Arts, 11 Oct. 2021, https://blueflowerarts.com/artist/ladan-osman/. Accessed 14 May. 2022. Dueben, Alex. “Good Literary Citizens: An Interview with Ladan Osman.” The Paris Review, 13 July 2015, www.theparisreview.org/blog/2015/07/13/good-literary-citizens-an-interview-with-ladan-osman/. Accessed 21 Apr. 2022.","","",""
"","apdp.cap.000286","Osundare","Niyi","","[Osundare, Niyi](apdp.cap.000286)","","","","Nigeria","Western Africa","M","1947","1940","Ikere-Ikiti, Nigeria; ","""Ikere-Ikiti""","""Nigeria""","","N/A","B.A. (Honours) from the University of Ibadan, Nigeria M.A. from the University of Leeds in England Ph.D., York University, 1979","
","","If Only the Road Could Talk: Poetic Pereginations in Africa, Asia, and Europe (Trenton, NJ: Africa World Press. 2017); City Without People: The Katrina Poems (Boston: Blackwidow Press, 2011); Random Blues (Ibadan: Kraftbooks. 2011); Days (Ibadan: Heinemann Educational Books Nigeria. 2007); The Word Is an Egg (Ibadan: Kraftbooks, 2000); Midlife (Ibadan: Heinemann Educational Books,1993); Waiting Laughters (Lagos & Oxford: Malthouse Press. 1990); Moonsongs (Ibadan: Spectrum Books, 1988); The Eye of the Earth (Ibadan: Heinemann, 1986); Village Voices (Ibadan: Evans Brothers,1984); Songs of the Marketplace (Ibadan: New Horn Press,1983)
","","","['African World Press', 'Blackwidow Press', 'Kraftbooks', 'Malthouse Press', 'Spectrum books', 'Heinemann', 'Evans Brothers', 'New Horn Press']","Ibadan, Nigeria; Lagos, Nigeria; Boston, MA, USA","English","","","Niyi Osundare was born 1947 in Ikere, Nigeria. Poet, playwright and essayist, he has published many poetry collections including Moonsongs (1988) and Random Blues (2011). He went to the University of Ibadan, Nigeria for his undergraduate studies. He also received his masters from the University of Leeds in England, and in 1979, he received his PhD from York University. Osundare has received several awards including the Commonwealth Poetry Prize (1989 and 1994), the Tchicaya U Tam'si Award for African Poetry, and the Fonlon/Nichols Award for his contributions to African literature and advocacy of freedom of expression. In 2005, he was selected as a Fellow of the Nigeria Academy of Letters (NAL). A Professor of English at the University of New Orleans, he specializes in African Literature, Literature of the African Diaspora, and Literary Stylistic.","Tryphena Yeboah","","“Niyi Osundare - The Poet.” Niyi Osundare International Poetry Festival, http://niyiosundarepoetryfestival.org/page2.html. Accessed 9 May 2022. “Osundare, Niyi.” The University of New Orleans, https://www.uno.edu/profile/faculty/niyi_osundare. Accessed 9 May 2022. “Niyi Osundare Becomes First African Cover Poet for World Poetry Magazine.” Premium Times Nigeria, 20 Jan. 2022, https://www.premiumtimesng.com/news/more-news/506892-niyi-osundare-becomes-first-african-cover-poet-for-world-poetry-magazine.html. Accessed 9 May 2022.","","",""
"","apdp.cap.000386","Othman","Abubakar","","","","Hausa","Nigeria","Nigeria","Western Africa","M","1958","1950","Adamawa","","","Nil","Nil","University of Maiduguri, English","","","The Palm of Time (2000, Malthouse), The Passions of Cupid (2013, Kraftbooks, Ibadan), The Blood Streams in the Desert (2013 Kraftbooks, Ibadan), Dearlogue (2021, Malthouse, Lagos).
","","","['Kraftbooks', 'Malthouse Press']","Ibadan, Lagos, Nigeria","Hausa, English","","","Abubakar Othman was born in 1958n in Madagali, Adamawa. He is a critically acclaimed writer whose publications include The Palm of Time (2000, Malthouse), The Passions of Cupid (2013, Kraftbooks), and The Blood Streams in the Desert (2013 Kraftbooks). He holds a PhD in Literary Psychoanalysis and teaches Creative Writing at the University of Maiduguri. 

","Malik, Rasaq","","Abdullahi, Abubakar. ""Poet Abubakar takes on cupid."" Vanguard, 2011. Accessed 28 November 2022.

""Abubakar, Othman."" African Books Collective, https://www.africanbookscollective.com/authors-editors/abubakar-othman. Accessed 28 November 2022.

James. Gibbs. ""Abubakar Othman. The Palm of Time."" World Literature Today, vol. 77, iss. 2, 2003. Accessed 28 November 2022. 




","","",""
"","apdp.cap.000287","Otiono","Nduka","","[Otiono, Nduka](apdp.cap.000287)","","Igbo (Aniocha Enuani)","","Nigeria","Western Africa","M","1964","1960","Kano, Nigeria","""Kano""","""Nigeria""","","N/A","University of Alberta, Edmonton, Canada. PhD, English (2011) University of Ibadan, Nigeria, M.A. English (1990) University of Ibadan, Nigeria, B.A. (Hons) English (1987)","
","","Love in Times of Nightmares (PublishAmerica, 2008)
The Night Hides With a Knife (New Horn Press, 1995)
Voice in the Rainbow (Oracle Books, 1997)
","","","['Oracle Books', 'Publish America', 'Critical Forum', 'Wilfrid Laurier University Press']","Ibadan, Nigeria; Lagos, Nigeria; Baltimore, USA","Igbo, English","","","Nduka Otiono was born 1964 in Kano, Nigeria. His poetry collection, Voice in the Rainbow (1997) was a finalist for the ANA/Cadbury Poetry Prize. The writer is known to employ ancestral oral tradition and experimental elements as he writes about the diasporic world. In 2019, he edited the anthology “Camouflage,"" which featured the best contemporary writing from Nigeria. Teacher and researcher, he obtained his BA and MA degrees from the University of Ibadan, Nigeria. He also received his PhD in English & Film Studies from the University of Alberta in 2011. Before relocating to Canada in 2006, he worked as a journalist in Nigeria and served as General Secretary of the Association of Nigerian Authors (ANA). He is a a two-time recipient of the Carnegie African Diaspora Fellowship (2015 and 2016). Otiono is an Assistant Professor at the Institute of African Studies, Carleton University, Ottawa, Canada.","Tryphena Yeboah","","“About Me.” Nduka Otiono, https://ndukaotiono.com/about-me/. Accessed 11 May 2022. “Faculty and Staff: Dr. Nduka Otiono.” Dr. Nduka Otiono - Institute of African Studies, https://carleton.ca/africanstudies/people/nduka-otiono/. Accessed 11 May 2022. “Nduka Otiono Archives.” Daraja Press, https://darajapress.com/authors/nduka-otiono. Accessed 11 May 2022."," ","",""
"","apdp.cap.000288","Ouzzani","Hassan","","[Ouzzani, Hassan](apdp.cap.000288)","","","","Morocco","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/20015054/","","","","","","",""
"","apdp.cap.000289","Oyebode","Femi","","[Oyebode, Femi](apdp.cap.000289)","","","","Nigeria","Western Africa","M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000290","Parenzee","Donald","","[Parenzee, Donald](apdp.cap.000290)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/2494469","","","","","","",""
"","apdp.cap.000291","Parkes","Nii","","[Parkes, Nii](apdp.cap.000291)","","Ghanaian-British","","Ghana","Western Africa","M","1974","1970","Lincolnshire, United Kingdom","""Lincolnshire""","""United Kingdom""","","N/A","The Manchester Metropolitan University, BSc, Food Manufacturing, 1998 Birkbeck, University of London, MA, Creative Writing, 2006","
","","Eyes of a Boy, Lips of a Man (London, UK: Flipped Eye Publishing, 1999); M is for Madrigal: Seven Poems (United Kingdom: Tall Lighthouse, 2004); Ballast (United Kingdom: Tall Lighthouse, 2009); The Makings of You (Yorkshire, UK: Peepal Tree Press, 2010); The Geez (Yorkshire, UK: Peepal Tree Press, 2020)
","","","['Flipped Eye', 'Tall Lighthouse', 'Peepal Tree Press']","UK","Ga, English, Twi, Pidgin English, Fante and French","","","Nii Ayikwei Parkes was born 1974 in the United Kingdom and raised in Ghana, where his parents are from. He has written five collections of poetry including eyes of a boy, lips of a man (1999), M is for Madrigal (2004), The Makings of You (2010), Ballast (2009) and his latest work, The Geez (2020), which explores the intersections of self and contemporary culture and was longlisted for the Rathbones Folio Prize and was a Poetry Book Society 2020 Recommendation. Co-founder and Senior Editor at flipped eye publishing, Parkes holds a BSc from Manchester Metropolitan University and an MA in Creative Writing from Birkbeck (University of London). He is the 2007 recipient of Ghana’s national ACRAG award for poetry and literary advocacy and serves on the boards of the Poetry Book Society and the AKO Caine Prize.","Tryphena Yeboah","","Nii Ayikwei Parkes, Ghana. “Biography.” Nii Ayikwei Parkes, http://niiparkes.com/open/. Accessed 20 Feb. 2022. “Nii Parkes.” Wikipedia, Wikimedia Foundation, 16 Nov. 2021, https://en.wikipedia.org/wiki/Nii_Parkes. Accessed 20 Feb. 2022. “Nii Ayikwei Parkes.” British Council: Literature, https://literature.britishcouncil.org/writer/nii-ayikwei-parkes. Accessed 20 Feb. 2022. “Nii Ayikwei Parkes.” Nii Ayikwei Parkes | Peepal Tree Press, https://www.peepaltreepress.com/authors/nii-ayikwei-parkes. Accessed 20 Feb. 2022.","","",""
"","apdp.cap.000292","Partington","Stephen Derwent","","[Partington, Stephen Derwent](apdp.cap.000292)","","","","Kenya","Eastern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/4645765/","","","","","","",""
"","apdp.cap.000294","Patel","Amira","","[Patel, Amira](apdp.cap.000294)","","","","South Africa","Southern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/403147905064279091003/","","","","","","",""
"","apdp.cap.000293","Patel","Shalija","","[Patel, Shalija](apdp.cap.000293)","","","","Kenya","Eastern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/145661558/","","","Actually spelled ""Shailja Patel""","","","",""
"","apdp.cap.000295","Pedro","Joao","","[Pedro, Joao](apdp.cap.000295)","","","","Angola","Middle Africa","M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000297","Pieterse","Cosmo","","[Pieterse, Cosmo](apdp.cap.000297)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/108735180/","","","","","","",""
"","apdp.cap.000296","Pieterse","H.J.","","[Pieterse, H.J.](apdp.cap.000296)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/33785909/","","","","","","",""
"","apdp.cap.000298","Press","Karen","","[Press, Karen](apdp.cap.000298)","","","","South Africa","Southern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/9906476/","","","","","","",""
"","apdp.cap.000299","Raddi","Al-Saddiq","","[Raddi, Al-Saddiq](apdp.cap.000299)","","","","Sudan","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/288942811/","","","","","","",""
"","apdp.cap.000300","Raji","Remi","","[Raji, Remi](apdp.cap.000300)","","","","Nigeria","Western Africa","M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000301","Rakha","Youssef","","[Rakha, Youssef](apdp.cap.000301)","","","","Egypt","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/121146025/","","","","","","",""
"","apdp.cap.000302","Rampolokeng","Lesego","","[Rampolokeng, Lesego](apdp.cap.000302)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/3305243/","","","~~ need to find something else","","","",""
"","apdp.cap.000400","Rampolokeng","Lesengo","","","","","South Africa","South Africa","Southern Africa","M","1965","1960","Johannesburg","","","","","University of the North, Law.","","","Horns for Hondo (COSAW, 1990), Talking Rain (COSAW, 1993), Rap Master Supreme – Word Bomber in the Extreme (1997), End Beginnings (English-German) (Marino, 1998), Blue V's (English-German; with CD) (Edition Solitude, 1998), The Bavino Sermons (Gecko Poetry, 1999), The h.a.l.f. anthology (CD with various musicians, 2002), The Second Chapter (Pantolea Press, 2003), Head on fire – Rants/Notes/Poems 2001-2011 (Deepsouth Publishing, 2012), History, A Half Century Thing (Black Ghost Books, 2015)
 
","","","['Gecko Press', 'Cosaw Publishing House', 'Deep South Publishing']","Wellington, New Zealand. Johannesburg, South Africa. Deep South Publishing, South Africa. ","English","","","Lesego Rampolokeng was born in 1965 in Orlando West, Soweto, Johannesburg. A poet, novelist, playwright, and filmmaker, he is the author of collections of poetry including Talking Rain (1993), The Bavino Sermons (1999), Head on Fire (2012) and A Half Century Thing (2015). He also authored three novels, two plays, screenplays and has collaborated in performances and recording with several musicians. He studied law at the University of the North in South Africa. 
","Malik, Rasaq","","""Rampolokeng, Lesego."" Wikipedia, https://en.wikipedia.org/wiki/Lesego_Rampolokeng. Accessed 28 November 2022.

Rampolokeng, Lesego. Poetry International, https://www.poetryinternational.com/en/poets-poems/poets/poet/102-444_Rampolokeng. Accessed 28 November 2022.

Rampolokeng, Lesego. African Books Collective, https://www.africanbookscollective.com/authors-editors/lesego-rampolokeng. Accessed 28 November 2022. ","","",""
"","apdp.cap.000303","Rocha","Jofre","","[Rocha, Jofre](apdp.cap.000303)","","","","Angola","Middle Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/118911190","","","","","","",""
"","apdp.cap.000304","Runganyo","Kristina","","[Runganyo, Kristina](apdp.cap.000304)","","","","Zimbabwe","Eastern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/16197423/","","","Spelled Kristina ""Rungano""","","","",""
